Column1,Column2
TXT0090,ganjar bagus dukung anggaran pertahanan 1-2% dari pdb tapi ya eksekusinya dengan senjata hiprrsonik dan senjata quantum terlalu jauh pak wkwkwkw ãƒâ°ã‚å¸ã‚ëœã‚â€š [re gara_nam]
TXT0091,"'@arsipaja alhamdullilah mari kita dukung pak prabowo biar pejabat sejahtera gaji nya naik, gpp rakyat sengsara pajak naik yg penting pejabat sejahtera dan gaji nya naik. gaji puluhan juta atau ratusan juta beserta tunjungan itu kurang. kalian rakyat biasa sorry yee sorry yeãƒâ¢ã‚â‚¬ã‚â¼ãƒâ¯ã‚â¸ã‚â [re xandreanda]"
TXT0092,ganjar-mahfud adalah pasangan yang berkomitmen untuk meningkatkan kesejahteraan semua lapisan masyarakat. @apayakak123 happy new year #ganjarmahfud2024#ganjarmahfudm3nang#l3bihbaik https://t.co/a8sbjxaiaq
TXT0093,"mungkin ini alasan pandji ga setuju pak anies nyapres, dia cm pengen pak anies jabat gubernur lagi 2 periode buat beresin ketidakadilan2 kyk gini. skrg cm berharap pak anies menang pilpres dan bisa balikin hak warga kp. bayam lagi ãƒâ°ã‚å¸ã‚â¥ã‚âºãƒâ°ã‚å¸ã‚â¤ã‚â²ãƒâ°ã‚å¸ã‚âã‚â¼ https://t.co/hs7y0psnpp [re chanbobz]"
TXT0094,"'@hasbil_lbs coba sebutkan kepada kami, pelanggaran apa yang dilakukan oleh anies ? konstitusi? aturan kpu ? hukum adat ?standar etika siapa yg kalian pakai ? ga bisa tidur nyalahin anies ãƒâ°ã‚å¸ã‚â¤ã‚â£,  anda cuma ga bisa  menerima kenyataan kalo prabowo bad perform pada debat capres ãƒâ°ã‚å¸ã‚ëœã‚â€¦"
TXT0095,"rakyat menuntut agar jokowi menegur 6 pemda yang melarang anies kampanye, ingat ya pak presiden, anies dan cak imin melaksanakan kampanye sesuai konstitusi dan uu yang berlaku.#kpuberjamaahjegalanies #kpuberjamaahjegalanies rakyat muak kpu dan jokowi curang terus !!! https://t.co/2myypidffq [re freed0mland5151]"
TXT0096,"skenario riil yang tak terbayangkan bahkan tiga bulan lalu: lima tahun dari sekarang anies bisa menjadi figur karismatik oposisi, seperti megawati dulu di zaman orde baru. [re gegerriy]"
TXT0097,"pasangan duet capres cawapres ganjar pranowo  mahfud md, inspirasi para pelaku umkm. kredit 35% jadi langkah cerdas. sukses terus, teman-teman bisnis.jn18c1 #jnk #ganjarmahfudrebound #ganjarpranowopilihanumat https://t.co/ui4b5aovey [re averiexx]"
TXT0098,"debat capres pertama, ganjar tegaskan jaga demokrasi dan sikat korupsi bengis  ganjar mahfud hebat #coblos3 #3gm memimpin indonesia #ganjarmahfudm3nangdebat https://t.co/sxfyorv2pa"
TXT0099,"'@namasayamelki @agusudarmansyah @prabowo beda responnya saat bicaranya program selalu diapresiasisaat setelah debat ngomong ke wartawan jelas apa yang ada dihati diutarain. ngomongin pertahanan di depan umum, bahas anggaran segala yang saat di komisi i sangat berhati2 disampaikan terkait pertahanan negara"
TXT0100,kemunduran demokrasi asalkan bukan prabowo!! @aniesbaswedan @ganjarpranowo
TXT0101,gua jadi inget ketika pm kanada ditegur sama xi jinping karena bocorin dialog.xi jinping gasuka kalau terlalu oversharing. beberapa hal yg penting memang gaboleh dibocorin. andai pak prabowo ngasih tau hal ini mungkin banyak yg makin respect ke beliau. [re kirsteiniz]
TXT0102,prabowo ingin patahkan klaim ganjar sebagai penerus jokowi https://t.co/hkvjqscsqc [re oposisicerdas]
TXT0103,rt prabowoãƒâ¢ã‚â‚¬ã‚â¦.. taking gaza as an example of ãƒâ¢ã‚â‚¬ã‚å“yang lemah yang ditindasãƒâ¢ã‚â‚¬ã‚âãƒâ¢ã‚â‚¬ã‚â¦ãƒâ¢ã‚â‚¬ã‚â¦ãƒâ¢ã‚â‚¬ã‚â¦.. he definitely dgafãƒâ¢ã‚â‚¬ã‚â¦ãƒâ¢ã‚â‚¬ã‚â¦ãƒâ¢ã‚â‚¬ã‚â¦ãƒâ¢ã‚â‚¬ã‚â¦ [re malameze]
TXT0104,anis kesukaan amerika cs dengan alat demokrasi dan keadilan  harga diri bangsa menoton ganjar membenahi sistem dan administrasi dan enak didengar untuk dongeng tidur #mahfud hebat #mahfudlebihbaik3 #ganjarmahfud2024 #3mandatganjarmahfud #l3bihbaik happy new year
TXT0105,'@detikcom ya anis dijanjiin kursi mentri lah wong dia itu anak prabowo
TXT0106,abah anies baswedan menanggapi soal pertemuan beliau dengan warga kampung bayam..ikatan kita bukan sekedar ikatan sebagai gubernur tapi sebagai saudara sebangsa yang harus saling mengasihi ãƒâ°ã‚å¸ã‚â«ã‚â¶ãƒâ°ã‚å¸ã‚â¥ã‚âº#nakesdesakanies https://t.co/njfiylfwsl [re aying_hendri]
TXT0107,"rakyat melihat wajah uzur jendral yang lelah dan tekanan berat krn harus gendong bocil anak haram mk, yg setiap debat jadi serangan yg tajam lawanya terutama anies menyoroti sikap etika prabowo terima bocil anak haramnya mk bastardo.#aniesikongenzmilenial #aniesikongenzmilenial https://t.co/vrtbzlwepc"
TXT0108,salam kopi joni untuk prabowo-gibran dong guys!!!#prabowo #gibran #prabowogibran #mendingprabowo #terusmajubersamaprabowo #dekade08 #bersamaindonesiamaju #debatcapres #debatcapres2024 #pertahananri #istorasenayan #kpu #kpuri #debatketiga #diplomasiprogresif02 #jokowi https://t.co/kwn34ug5sc [re dekade_08]
TXT0109,"ganjar pranowo dan mahfud md: menghadirkan solusi nyata untuk meningkatkan kesejahteraan petani, nelayan, dan peternak melalui kebijakan perdagangan yang mendukung produk dalam negeri. @diniinihh happy new year #ganjarmahfud2024#3mandatganjarmahfud#l3bihbaik https://t.co/j51rinhvsi"
TXT0110,"sebaiknya prabowo mundurlah, tak ada prestasi sehingga terus memuji2 prestasi jokowi yang sebrbernya tidak ada.prabowo gagal dari mana2, jendral pecatan, food estate  gagal, kemenhan yg amburadul bahkan diduga ada korupsi jumbo utk biaya kampanye.#paslon02wajibdidiskualifikasi https://t.co/nk4e1mgfkx [re kiyang4343]"
TXT0111,"anies presiden !untuk tni/polri serta asn pertahanan....1. penyediaan rumah dinas,2. kenaikan gaji setiap tahun,3. kesejahteraan lainnya. https://t.co/whyc8mykpi [re sutanmangara]"
TXT0112,"ini tweet gk nyuruh kalian vote anies, cuma demand untuk jangan diskreditkan gagasan dia aja seakan-akan heãƒâ¢ã‚â‚¬ã‚â„¢s got nothing to offer. jangan biarin kebencian asumtif muncul lagi. kalau masih ragu, gausah pilih partai islam pas pemilihan legislatif. demokrasi masih ada."
TXT0113,'@noenoeneon @txtdrpemerintah kan pak anies gencar jgn takut buat mengemukakan pendapat. beliau sendiri selalu ngasih contoh sebenernya. [re kfukoshi]
TXT0114,ãƒâ°ã‚å¸ã‚â¥ã‚â¤  ganjar mahfud hebat #3gm #coblos3 #dulujokowisekarangganjar #ganjarmahfud2024  akan memberantas kkn dan pungli demi kesejahteraan kaum buruh di indonesia mahfud2024 majalengka majalengka x26kjacglq bersih kuatkankpk mahfud md\
TXT0115,saya sangat bangga bila seorang pemimpin bisa bersatu dengan semua partai koalisinya dan itu dilakukan oleh pak ganjar pranowo benar-benar sangat mengagumkan
TXT0116,"'@cuitcuap_ masbowogbran pastinya paling ngerti, gimana mebangun investasi patriotisme yg jadiin harapan masyarakat untuk memajukan indonesia ini.#banyakygbalikke02karenahati baikpakbowo@prabowo @prabowogibran02"
TXT0117,"sampai kapan kubu prabowo bodohi rakyat?oleh : tiand raharjosangat menggelitik sebenarnya melihat kubu prabowo-gibran dengan masif mengampanyekan pilpres satu putaran dengan alasan menghemat uang negara. ini tentu pembodohan sekaligus pengkerdilan yang luar biasa terhadap hak-hak rakyat. kemungkinan prabowo kalah di putaran dua memang sangat besar, dan narasi itu mudah kita tebak hanya untuk menutupi kepanikan yang makin mendera kubu mereka.bayangkan saja segala infrastruktur negara sudah dipakai, dari mulai aparat, hingga penjabat kepala daerah juga sudah dilibatkan untuk memenangkan prabowo-gibran. tapi hasil surveinya masih saja mentok, tak kunjung mencapai 50 persen. itu adalah fakta yang sulit dibantah. kita tahu beberapa hari lalu sempat viral foto pj gubernur jateng nana menjemput prabowo dan tim kampanyenya di bandara ahmadyani saat perayaan hut psi. kapasitas prabowo saat itu jelas bukan sebagai menteri, melainkan capres. apakah anda percaya nana bakal diam saja dan tidak berusaha menambal suara untuk prabowo dengan posisinya saat ini?namun ternyata masyarakat tak mudah ditekan, dan itulah yang terjadi di lapangan. masyarakat tetap berpegang teguh dengan pendirian untuk menentukan siapa sosok yang layak memimpin negeri ini. dan prabowo rupanya jauh dari figur yang diharapkan. barangkali bukan hanya jejak masa lalunya yang hitam, namun juga karena kinerja-kinerjanya yang justru kerap menyodorkan kegagalan. contoh konkret adalah mangkraknya food estate yang menghabiskan duit negara triliunan. rakyat adalah pembaca peristiwa yang baik. jika melihat pelanggaran pada pilpres kali ini, yang paling banyak memang kubu prabowo. bukan hanya pelanggaran sebetulnya, namun juga arogansi dan kesewenang-wenangan yang mereka perlihatkan dengan beringas. dari mulai mempermainkan hukum lewat mahkamah konstitusi, perusakan baliho kubu rival, hingga tindakan-tindakan  intimidatif. pada putaran kedua, sudah pasti seluruh akal sehat dan nalar publik akan bersatu membakar semangat untuk mencegah kesewenang-wenangan itu berkuasa. inilah yang bikin kubu prabowo ketakutan bukan main dan mulai menyenandungkan hal-hal konyol. kita percaya daulat akan selamanya berada di tangan rakyat. tak ada yang bisa membendung tekad yang sudah membara menyala-nyala. belum lagi jika kita bicara soal logistik, kubu prabowo mungkin saja keteteran di putaran kedua karena kampanye saat ini yang sudah begitu masif. baliho bertebaran dimana-mana, iklan media sosial yang nilai biayanya sangat fantastis, belum lagi biaya publik figur yang mereka gunakan sebagai buzzer. dan hasilnya? justru bikin mereka uring-uringan, geram bukan kepalang.para pelaku survei kredibel beberapa kali bahkan menyebutkan tidak ditemukan adanya data bahwa pilpres akan terjadi satu putaran. jika melihat hasil survei saat ini, peluang besar putaran kedua, prabowo akan berhadap-hadapan dengan ganjar pranowo. [re melihat_indo]"
TXT0118,"'@ejaferdiansyah @prabowo food estate 110 triliunanggaran belanja menhan 1.760 triliunbeli pesawat mirrage 11,8 triliunpunya tanah 340.000 hektar berapa duitnya ya...gaji recehan utk kaum duafaapa gak mikir ya..."
TXT0119,pasangan calon presiden dan wakil presiden nomor urut 3 ganjar pranowo dan mahfud md menaruh perhatian terhadap kesejahteraan prajurit tni dan polri. #ganjarmahfudrebound #ganjarpranowopilihanumat #jnk #temanalamganjar #atikohibunegara #bram0901 https://t.co/tl1iskitww
TXT0120,ganjar pranowo membela para tni yang dijumpainya langsung saat kunjungan di daerah-daerah.. aspirasi merekalah yang akan diwujudkan ganjar ketika menjadi presiden.. #debatcapres2024 #debatcapres #ganjarmahfud2024 #ganjarmahfudm3nangdebat https://t.co/cfnrqptnpv [re paltiwest]
TXT0121,"anies baswedan: ironis, kemenhan pernah dibobol hacker tahun 2023 https://t.co/v8r74tadvl [re oposisicerdas]"
TXT0122,"anies sudah menyebar kebohongan massifstatement anies tersebut kebohongan yang sangat bengis dan jahat. sengaja mau menebar hoax hanya untuk sekedar menjatuhkan pak prabowo.tidak ada anggaran kemhan sebesar 700 triliun hanya untuk alutsista bekas seperti ""omon-omon"" alias omong2 bohong anies tersebut.anggaran kemhan tahun 2023 saja sekitar 131 triliunan, digunakan untuk kesejahteraan prajurit, rumah dinas, pendidikan, rumah sakit tentara dll, 30 triliunan-nya di gunakan untuk belanja alutsista. nah, klo sepanjang 2020 sd 2024 maka anggaran kemhan itu sebesar 680-an triliun, dan itu digunakan untuk belanja prajurit, rumah, kesejahteraan, pemeliharaan alutsista dll, rata2 untuk alutsista ya sekitar 15 persen sd 17 persen,  kira2 sebesar 102 triliunan sepanjang 2020 sd 2024. jadi terang anies berbohong dan mengarang hanya demi menjatuhkan pak prabowo.klarifikasi kebohongan anies di debat itu tidak ada artinya  karena kebohongan anies itu telah menyebar keseluruh indonesia, dan dia lakukan kebohongan itu dengan sengaja dan jahat, dan sebagian masyarakat sudah ada yang percaya dengan kebohongan dia.#prabowo #gibran #prabowogibran #aniesbaswedan #debatcapres #indonesiamaju #bersamaindonesiamaju #dekade08 #mendingprabowo #terusmajubersamaprabowo [re dekade_08]"
TXT0123,"curcol buat anies baswedan, orang papua rawat persatuan dan kebhinekaan.warga papua curhat ke anies baswedan.mereka tdk mau disebut separatis krn warga papua sdh merawat persatuan dan kebhinekaan.https://t.co/ylwwewead9@davidgoliath999 @choymarkochoy @bospurwa @resty_j_cayah"
TXT0124,"satu-satunya hilirisasi yang paling mungkin dijalankan prabowo-gibran ketika berkuasa adalah hilirisasi kkn. mereka sangat memenuhi semua prasyarat untuk melancarkannya.maka dari itu, coblos mereka jika kalian ingin keamburadulan total rejim jokowi lanjut ke part tiga. ãƒâ°ã‚å¸ã‚â€˜ã‚â [re denismalhotra]"
TXT0125,"anies kehilangan otoritas bicara etika, pada debat ini, belum bicara rekam jejak ya, pada debat ini saja setidaknya ada 3 hal dia melakukan kebohongan publik demi menjatuhkan rival politik.berbohong terkait belanja alutsista bekas 700 triliun.menyebut tidak ada yang rahasia dalam pertahanan, ini berbahaya, seolah mau menggadaikan keselamatan dan kedaulatan indonesia.kemudian, omon-omon terkait diplomasi internasional, pak prabowo ingin datang dan hadir di forum internasional dengan memulai memperbaiki kekuatan domestik, pertahanan kuat, ekonomi sejahtera, budaya kaya, maka proses diplomasi kita akan bermartabat karena datang dengan teladan. berbeda mas anies datang berdiplomasi dengan modal omon-omon. ini bak cowok yang gombal ke cewek akan  bahwa dia pintar, punya kekayaan dan bisa membantu mensejahterakan, tapi faktanya bokek, dan berbohong. ya gak ada yg hormat dan mau dengar kita di dunia internasional bila begitu. [re dahnilanzar]"
TXT0126,ãƒâ°ã‚å¸ã‚ëœã‚â«  ganjar mahfud hebat #3gm #coblos3 #dulujokowisekarangganjar #ganjarmahfud2024 demokrasi dan toleransi antar umat beragama akan dijunjung tinggi ãƒâ°ã‚å¸ã‚â€ã‚â¥ ganjar mahfud hebat #3gm #coblos3 https://t.co/sv4utgegke
TXT0127,"'@fuzzy3303sf @kompascom anggaran belanja kemenhan justru fantastis selama prabowo jadi menhan, jauh lbh besar dari tahun2 sebelum 2019.pengaruh pandemi hampir tdk ada bagi anggaran belanja kemenhan.ãƒâ°ã‚å¸ã‚â€˜ã‚â€¡ https://t.co/zausovoxbu"
TXT0128,"jaminan anies akan merangkul semua pihak jika menang, liat rekam jejaknya saat beliau menjadi gubernur#kpuberjamaahjegalanies #kpuberjamaahjegalanies https://t.co/nslcfzj9fb [re keithrizal161]"
TXT0129,"berhentilah membuat narasi seakan bersatunya jokowi + prabowo yg dilanjutkan dg bangun dinasti kekuasaan adalah solusi terbaik bangsa - justru bisa sebaliknya.nasakom dulu juga dipuji sbg alasan persatuan, ternyata bersatu utk hancurkan bangsa. [re msaid_didu]"
TXT0130,'@ekokuntadhi1 itu pak prabowo punya jejak digital pelanggaran ham
TXT0131,"terkait ajakan prabowo bahas anggaran pertahanan, anies: pembahasan uang rakyat harus di depan rakyat.""ada hal teknis yg bersifat rahasia, misalnya terkait alat ini, alat itu, ttp kalau terkait anggaran, hrs diceritakan (di depan rakyat secara terbuka)""https://t.co/mo1vslavju"
TXT0132,prabowo fokus pada peningkatan keterampilan tenaga kerja indonesia. #indonesiakuatindonesiamaju https://t.co/kuegugagsg
TXT0133,"ãƒâ°ã‚å¸ã‚âã‚â¤  ganjar pranowo, gubernur yang tidak hanya sukses d kepemimpinan, tapi juga memiliki sisi kemanusiaan yang begitu menghangatkan ganjar mahfud hebat #coblos3 #3gm #nazarpemilu #ganjarmahfudm3nangdebat https://t.co/omhktwtt6q"
TXT0134,"""lebih dr separo tni kita tdk punya rumah. bapak sudah jadi menhan 5 tahun dan sekarang mengatakan""saya akan tingkatkan kesejahteraan tni. mestinya tunjukkan buktinya apa yg sudah bapak lakukan.""(anies, debat pilpres ke-3, 7 januari 2024)cetaaaarrrr!#desakaniesdesakprabowo https://t.co/8se4enm1xj [re bianca01403]"
TXT0135,"kurasa sekarang pr besar anies adalah ga males-malesan menjawab bahwa dia bukan bagian dr kelompok yg memainkan isu sara.pr besar kita adalah berenti ngomongin isu toleransi di ruang-ruang ber-ac, hotel-hotel mewah. karna intoleransi justru lahir dr ketimpangan yg ga terjawab [re rgantas]"
TXT0136,"prabowo tamat, jokowi tidak akan selamat https://t.co/3whkhnmt84 [re oposisicerdas]"
TXT0137,"'@psi_id @uki23 wkakakakaka kalian ngepost ini, tapi prabowo di kpk bilang korupsi karena pejabat gajinya rendah.. wakakakak...malah dia mau naikin gaji pejabat wakakakaka... anti tesa prabowo banget kalian"
TXT0138,pertumbuhan ekonomi yang berkeadilan akan menjadi fokus utama ganjar-mahfud. @asomaso_1234567 happy new year #ganjarmahfud2024#ganjarmahfudm3nang#l3bihbaik https://t.co/neenigdji6
TXT0139,"oposisicerdas: rate debat capres perdana, akademisi:ãƒâ€šã‚â  9, ganjar minus danãƒâ€šã‚â  tak nyambung oposisicerdas ganjar mahfud hebat #coblos3 #3gm #ganjarmahfudm3nangdebat #debatcapres https://t.co/wjuc2tcnwn"
TXT0140,heboh wni di malaysia dipersulit nyoblos jika tidak pilih ganjar-mahfud di pemilu 2024 https://t.co/k86jqqpgtc [re oposisicerdas]
TXT0141,ganjar-mahfud akan memastikan bahwa semua orang merasakan manfaat dari pertumbuhan ekonomi yang adil. @rfnag52 happy new year #ganjarmahfud2024#3mandatganjarmahfud#l3bihbaik https://t.co/dpnj0cibj3
TXT0142,"'@alisyarief patut diapresiasi apa yg diajarkan anies,condisi ekonomi  yg tdk setara dlm masyarakat efek korupsi yg terjadi,harus nya kita masyarakat makmur"
TXT0143,"menteri bumn erick thohir menitipkan tanggung jawab besar menjaga persatuan bangsa indonesia kepada calon presiden nomor urut 2, prabowo subianto. https://t.co/lyd9wkirmm#patriotprabowo #prabowosangperekat #prabowosatria"
TXT0144,"ganjar-mahfud sikat korupsitanya-jawab capres dalam kpk, @ganjarpranowo menjawab soal bagaimana memberantas korupsi di negeri ini. berawal dari komitmen pemimpin berdasarkan rekam jejak, berlanjut pada penegakan hukum dan penguatan lembaganya, maka pemberantasan korupsi akan berjalan selaras dengan pertumbuhan ekonomi. [re _rizmaya__]"
TXT0145,"teruslah berjuang bersama ganjar mahfud ãƒâ°ã‚å¸ã‚â¤ã‚å¸ tetaplah semangat dan jangan pernah takut.""duka mendalam untuk relawan di sleman dan boyolali""""kita lanjutkan kawal demokrasi!""@ganjarpranowo @mohmahfudmd #ganjarmahfud2024 https://t.co/fyzpauqtch [re denni_sauya]"
TXT0146,"rt anies tambah pusing wkwkwk, padahal di visi misi amin udah secara gamblang menyebutkan pertahanan negara fokusnya memproyeksikan kekuatan di regional dan internasional, eh yg keluar dari mulut malah beda wkwkwk [re gara_nam]"
TXT0147,"program pasangan capres cawapres ganjar pranowo dan mahfud md, dorong pertumbuhan ekonomi yang merata di setiap desa. #jnk #ganjarpranowopilihanumat https://t.co/msl59xbnxh"
